0.03,0.03,17.37,6021120.00,0.02,0.02,34.37,12845056.00,0.00,0.00,242.37,96337920.00,0.03,0.03,18.37,6422528.00,0.01,0.01,62.37,24084480.00,0.01,0.01,66.37,25690112.00,0.03,0.03,18.37,6422528.00,0.02,0.02,34.37,12845056.00,0.00,0.00,242.37,96337920.00
1.00,1.00,2.42,451584.00,0.12,0.12,4.57,3612672.00,0.25,0.25,3.35,1806336.00,0.50,0.50,2.73,903168.00,1.00,1.00,2.42,451584.00,0.25,0.25,3.35,1806336.00,1.00,1.00,2.42,451584.00,0.12,0.12,4.57,3612672.00,0.25,0.25,3.35,1806336.00
0.50,0.50,2.78,401408.00,0.02,0.02,25.62,12845056.00,0.02,0.02,25.62,12845056.00,0.06,0.06,7.94,3211264.00,0.06,0.06,7.94,3211264.00,0.02,0.02,25.62,12845056.00,0.06,0.06,7.94,3211264.00,0.02,0.02,25.62,12845056.00,0.02,0.02,25.62,12845056.00
0.03,0.03,16.68,12042240.00,0.02,0.02,33.46,25690112.00,0.00,0.00,475.53,385351680.00,0.03,0.03,17.67,12845056.00,0.00,0.00,120.29,96337920.00,0.00,0.00,128.19,102760448.00,0.02,0.02,33.46,25690112.00,0.02,0.02,33.46,25690112.00,0.00,0.00,475.53,385351680.00
1.00,1.00,2.52,451584.00,0.06,0.06,11.67,7225344.00,0.06,0.06,11.67,7225344.00,0.25,0.25,4.35,1806336.00,0.25,0.25,4.35,1806336.00,0.06,0.06,11.67,7225344.00,0.25,0.25,4.35,1806336.00,0.06,0.06,11.67,7225344.00,0.06,0.06,11.67,7225344.00
1.00,1.00,2.35,200704.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00
1.00,1.00,3.30,200704.00,0.12,0.12,6.52,1605632.00,0.12,0.12,6.52,1605632.00,0.50,0.50,3.76,401408.00,0.50,0.50,3.76,401408.00,0.12,0.12,6.52,1605632.00,0.50,0.50,3.76,401408.00,0.12,0.12,6.52,1605632.00,0.12,0.12,6.52,1605632.00
1.00,1.00,2.60,200704.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00,0.50,0.50,3.34,401408.00,0.25,0.25,4.81,802816.00,0.12,0.12,7.76,1605632.00,0.50,0.50,3.34,401408.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00
1.00,1.00,2.26,451584.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00
1.00,1.00,2.35,200704.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00
1.00,1.00,2.60,200704.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00,0.50,0.50,3.34,401408.00,0.25,0.25,4.81,802816.00,0.12,0.12,7.76,1605632.00,0.50,0.50,3.34,401408.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00
1.00,1.00,2.26,451584.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00
1.00,1.00,2.35,200704.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00
1.00,1.00,2.60,200704.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00,0.50,0.50,3.34,401408.00,0.25,0.25,4.81,802816.00,0.12,0.12,7.76,1605632.00,0.50,0.50,3.34,401408.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00
1.00,1.00,2.26,451584.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00
1.00,1.00,2.35,200704.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00
1.00,1.00,2.60,200704.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00,0.50,0.50,3.34,401408.00,0.25,0.25,4.81,802816.00,0.12,0.12,7.76,1605632.00,0.50,0.50,3.34,401408.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00
1.00,1.00,2.26,451584.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,144506888.00,0.12,0.12,3.63,3612672.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00
1.00,1.00,2.35,200704.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00
1.00,1.00,2.60,200704.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00,0.50,0.50,3.34,401408.00,0.25,0.25,4.81,802816.00,0.12,0.12,7.76,1605632.00,0.50,0.50,3.34,401408.00,0.12,0.12,7.76,1605632.00,0.06,0.06,13.65,3211264.00
1.00,1.00,2.26,451584.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.12,0.12,3.63,3612672.00,0.03,0.03,8.31,14450688.00,0.03,0.03,8.31,14450688.00
1.00,1.00,2.35,200704.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.25,0.25,4.00,802816.00,0.06,0.06,10.59,3211264.00,0.06,0.06,10.59,3211264.00
1.00,1.00,2.47,401408.00,0.06,0.06,11.64,6422528.00,0.12,0.12,6.75,3211264.00,0.25,0.25,4.30,1605632.00,0.50,0.50,3.08,802816.00,0.12,0.12,6.75,3211264.00,0.50,0.50,3.08,802816.00,0.06,0.06,11.64,6422528.00,0.12,0.12,6.75,3211264.00
1.00,1.00,3.10,451584.00,0.06,0.06,11.36,7225344.00,0.06,0.06,11.36,7225344.00,0.25,0.25,4.75,1806336.00,0.25,0.25,4.75,1806336.00,0.06,0.06,11.36,7225344.00,0.25,0.25,4.75,1806336.00,0.06,0.06,11.36,7225344.00,0.06,0.06,11.36,7225344.00
1.00,1.00,3.09,200704.00,0.03,0.03,6.96,6422528.00,0.03,0.03,6.96,6422528.00,0.12,0.12,3.96,1605632.00,0.12,0.12,3.96,1605632.00,0.03,0.03,6.96,6422528.00,0.12,0.12,3.96,1605632.00,0.03,0.03,6.96,6422528.00,0.03,0.03,6.96,6422528.00
1.00,1.00,6.13,262144.00,0.06,0.06,14.86,4194304.00,0.12,0.12,10.20,2097152.00,0.25,0.25,7.87,1048576.00,0.50,0.50,6.71,524288.00,0.12,0.12,10.20,2097152.00,0.50,0.50,6.71,524288.00,0.06,0.06,14.86,4194304.00,0.12,0.12,10.20,2097152.00
1.00,1.00,3.17,200704.00,0.06,0.06,5.50,3211264.00,0.06,0.06,5.50,3211264.00,0.25,0.25,3.64,802816.00,0.25,0.25,3.64,802816.00,0.06,0.06,5.50,3211264.00,0.25,0.25,3.64,802816.00,0.06,0.06,5.50,3211264.00,0.06,0.06,5.50,3211264.00
1.00,1.00,3.06,451584.00,0.06,0.06,10.70,7225344.00,0.06,0.06,10.70,7225344.00,0.25,0.25,4.59,1806336.00,0.25,0.25,4.59,1806336.00,0.06,0.06,10.70,7225344.00,0.25,0.25,4.59,1806336.00,0.06,0.06,10.70,7225344.00,0.06,0.06,10.70,7225344.00
1.00,1.00,3.09,200704.00,0.03,0.03,6.96,6422528.00,0.03,0.03,6.96,6422528.00,0.12,0.12,3.96,1605632.00,0.12,0.12,3.96,1605632.00,0.03,0.03,6.96,6422528.00,0.12,0.12,3.96,1605632.00,0.03,0.03,6.96,6422528.00,0.03,0.03,6.96,6422528.00
1.00,1.00,3.17,200704.00,0.06,0.06,5.50,3211264.00,0.06,0.06,5.50,3211264.00,0.25,0.25,3.64,802816.00,0.25,0.25,3.64,802816.00,0.06,0.06,5.50,3211264.00,0.25,0.25,3.64,802816.00,0.06,0.06,5.50,3211264.00,0.06,0.06,5.50,3211264.00
1.00,1.00,3.06,451584.00,0.06,0.06,10.70,7225344.00,0.06,0.06,10.70,7225344.00,0.25,0.25,4.59,1806336.00,0.25,0.25,4.59,1806336.00,0.06,0.06,10.70,7225344.00,0.25,0.25,4.59,1806336.00,0.06,0.06,10.70,7225344.00,0.06,0.06,10.70,7225344.00
1.00,1.00,3.09,200704.00,0.03,0.03,6.96,6422528.00,0.03,0.03,6.96,6422528.00,0.12,0.12,3.96,1605632.00,0.12,0.12,3.96,1605632.00,0.03,0.03,6.96,6422528.00,0.12,0.12,3.96,1605632.00,0.03,0.03,6.96,6422528.00,0.03,0.03,6.96,6422528.00
0.02,0.02,105.99,1058400.00,0.50,0.50,8.20,42336.00,0.04,0.04,55.06,529200.00,0.14,0.14,18.39,148176.00,0.04,0.04,55.06,529200.00,0.25,0.25,12.27,84672.00,0.25,0.25,12.27,84672.00,0.17,0.17,16.35,127008.00,0.04,0.04,55.06,529200.00
0.02,0.02,46.14,373968.00,0.02,0.02,46.14,373968.00,0.50,0.50,10.20,14112.00,0.02,0.02,46.14,373968.00,0.13,0.13,14.07,52920.00,0.13,0.13,14.07,52920.00,0.12,0.12,14.43,56448.00,0.02,0.02,46.14,373968.00,0.17,0.17,13.02,42336.00
0.08,0.08,57.53,163072.00,0.06,0.06,69.53,200704.00,0.01,0.01,421.53,1304576.00,0.12,0.12,37.53,100352.00,0.04,0.04,109.53,326144.00,0.03,0.03,133.53,401408.00,0.12,0.12,37.53,100352.00,0.06,0.06,69.53,200704.00,0.01,0.01,421.53,1304576.00
0.09,0.09,16.43,551936.00,0.12,0.12,13.43,401408.00,0.01,0.01,181.43,8830976.00,0.17,0.17,11.43,301056.00,0.02,0.02,49.43,2207744.00,0.02,0.02,53.43,2408448.00,0.08,0.08,17.43,602112.00,0.12,0.12,13.43,401408.00,0.01,0.01,181.43,8830976.00
0.02,0.02,46.11,455112.00,0.33,0.33,10.74,21168.00,0.05,0.05,21.38,151704.00,0.17,0.17,12.46,42336.00,0.05,0.05,21.38,151704.00,0.50,0.50,10.16,14112.00,0.25,0.25,11.31,28224.00,0.17,0.17,12.46,42336.00,0.05,0.05,21.38,151704.00
1.00,1.00,5.56,18816.00,0.06,0.06,52.86,301056.00,0.06,0.06,52.86,301056.00,0.25,0.25,15.02,75264.00,0.25,0.25,15.02,75264.00,0.06,0.06,52.86,301056.00,0.25,0.25,15.02,75264.00,0.06,0.06,52.86,301056.00,0.06,0.06,52.86,301056.00
0.02,0.02,49.00,931392.00,0.12,0.12,13.11,169344.00,0.02,0.02,49.00,931392.00,0.17,0.17,11.11,127008.00,0.09,0.09,16.10,232848.00,0.08,0.08,17.10,254016.00,0.17,0.17,11.11,127008.00,0.12,0.12,13.11,169344.00,0.02,0.02,49.00,931392.00
0.06,0.05,16.20,145152.00,0.50,0.49,9.31,16128.00,0.22,0.22,10.39,36288.00,0.25,0.25,10.17,32256.00,0.22,0.22,10.39,36288.00,0.67,0.65,9.10,52096.00,0.22,0.22,10.39,36288.00,0.50,0.49,9.31,16128.00,0.22,0.22,10.39,36288.00
0.02,0.02,135.20,931392.00,0.06,0.06,51.44,338688.00,0.01,0.01,266.81,1862784.00,0.08,0.08,39.48,254016.00,0.05,0.05,69.39,465696.00,0.04,0.04,75.37,508032.00,0.08,0.08,39.48,254016.00,0.06,0.06,51.44,338688.00,0.01,0.01,266.81,1862784.00
0.02,0.02,49.00,931392.00,0.12,0.12,13.11,169344.00,0.02,0.02,49.00,931392.00,0.17,0.17,11.11,127008.00,0.09,0.09,16.10,232848.00,0.08,0.08,17.10,254016.00,0.17,0.17,11.11,127008.00,0.12,0.12,13.11,169344.00,0.02,0.02,49.00,931392.00
0.14,0.14,6.96,39200.00,1.00,0.98,4.71,5600.00,0.14,0.14,6.96,39200.00,1.00,0.98,4.71,5600.00,0.14,0.14,6.96,39200.00,0.40,0.39,5.27,14000.00,0.40,0.39,5.27,14000.00,1.00,0.98,4.71,5600.00,0.14,0.14,6.96,39200.00
0.67,0.56,71.55,12.00,0.03,0.02,194.22,288.00,0.03,0.02,194.22,288.00,0.11,0.09,98.22,72.00,0.11,0.09,98.22,72.00,0.03,0.02,194.22,288.00,0.11,0.09,98.22,72.00,0.03,0.02,194.22,288.00,0.03,0.02,194.22,288.00
1.00,0.84,69.77,8.00,0.08,0.07,82.81,96.00,0.08,0.07,82.81,96.00,0.33,0.28,72.14,24.00,0.33,0.28,72.14,24.00,0.08,0.07,82.81,96.00,0.33,0.28,72.14,24.00,0.08,0.07,82.81,96.00,0.08,0.07,82.81,96.00
0.25,0.25,36.97,35280.00,0.12,0.12,68.97,70560.00,0.25,0.25,36.97,35280.00,0.50,0.50,20.97,17640.00,1.00,1.00,12.97,8820.00,0.50,0.50,20.97,17640.00,1.00,1.00,12.97,8820.00,0.12,0.12,68.97,70560.00,0.25,0.25,36.97,35280.00
0.06,0.06,13.16,235200.00,0.03,0.03,21.70,470400.00,0.06,0.06,13.16,235200.00,0.12,0.12,8.89,117600.00,0.25,0.25,6.76,58800.00,0.25,0.25,6.76,58800.00,0.25,0.25,6.76,58800.00,0.03,0.03,21.70,470400.00,0.06,0.06,13.16,235200.00
0.08,0.08,9.54,117600.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00,1.00,0.97,4.10,9408.00,0.25,0.24,5.52,37632.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00
1.00,1.00,68.07,15.00,0.25,0.25,74.47,60.00,0.25,0.25,74.47,60.00,1.00,1.00,68.07,15.00,1.00,1.00,68.07,15.00,0.25,0.25,74.47,60.00,1.00,1.00,68.07,15.00,0.25,0.25,74.47,60.00,0.25,0.25,74.47,60.00
1.00,1.00,67.68,15.00,0.06,0.06,75.68,240.00,0.06,0.06,75.68,240.00,0.25,0.25,69.28,60.00,0.25,0.25,69.28,60.00,0.06,0.06,75.68,240.00,0.25,0.25,69.28,60.00,0.06,0.06,75.68,240.00,0.06,0.06,75.68,240.00
0.03,0.03,66.02,441000.00,0.12,0.12,20.11,117600.00,0.03,0.03,66.02,441000.00,0.25,0.25,11.77,58800.00,0.13,0.13,19.07,110250.00,0.12,0.12,20.11,117600.00,0.25,0.25,11.77,58800.00,0.12,0.12,20.11,117600.00,0.03,0.03,66.02,441000.00
0.06,0.06,13.16,235200.00,0.03,0.03,21.70,470400.00,0.06,0.06,13.16,235200.00,0.12,0.12,8.89,117600.00,0.25,0.25,6.76,58800.00,0.25,0.25,6.76,58800.00,0.25,0.25,6.76,58800.00,0.03,0.03,21.70,470400.00,0.06,0.06,13.16,235200.00
0.08,0.08,9.54,117600.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00,1.00,0.97,4.10,9408.00,0.25,0.24,5.52,37632.00,0.40,0.39,4.81,23520.00,0.40,0.39,4.81,23520.00
1.00,1.00,68.07,15.00,0.25,0.25,74.47,60.00,0.25,0.25,74.47,60.00,1.00,1.00,68.07,15.00,1.00,1.00,68.07,15.00,0.25,0.25,74.47,60.00,1.00,1.00,68.07,15.00,0.25,0.25,74.47,60.00,0.25,0.25,74.47,60.00
1.00,1.00,67.68,15.00,0.06,0.06,75.68,240.00,0.06,0.06,75.68,240.00,0.25,0.25,69.28,60.00,0.25,0.25,69.28,60.00,0.06,0.06,75.68,240.00,0.25,0.25,69.28,60.00,0.06,0.06,75.68,240.00,0.06,0.06,75.68,240.00
0.03,0.03,66.02,441000.00,0.12,0.12,20.11,117600.00,0.03,0.03,66.02,441000.00,0.25,0.25,11.77,58800.00,0.13,0.13,19.07,110250.00,0.12,0.12,20.11,117600.00,0.25,0.25,11.77,58800.00,0.12,0.12,20.11,117600.00,0.03,0.03,66.02,441000.00
0.12,0.12,12.92,235200.00,0.06,0.06,21.45,470400.00,0.06,0.06,21.45,470400.00,0.25,0.25,8.65,117600.00,0.25,0.25,8.65,117600.00,0.25,0.25,8.65,117600.00,0.50,0.50,6.52,58800.00,0.06,0.06,21.45,470400.00,0.06,0.06,21.45,470400.00
0.02,0.02,17.54,75600.00,0.20,0.20,9.72,8400.00,0.22,0.22,9.62,7560.00,0.10,0.10,10.70,16800.00,0.11,0.11,10.50,15120.00,0.33,0.33,9.33,5040.00,0.22,0.22,9.62,7560.00,0.20,0.20,9.72,8400.00,0.22,0.22,9.62,7560.00
1.00,1.00,6.63,14700.00,0.12,0.12,13.93,117600.00,0.12,0.12,13.93,117600.00,0.50,0.50,7.67,29400.00,0.50,0.50,7.67,29400.00,0.12,0.12,13.93,117600.00,0.50,0.50,7.67,29400.00,0.12,0.12,13.93,117600.00,0.12,0.12,13.93,117600.00
1.00,0.97,3.36,12544.00,0.20,0.19,5.26,62720.00,0.20,0.19,5.26,62720.00,0.67,0.65,3.60,18816.00,0.67,0.65,3.60,18816.00,0.20,0.19,5.26,62720.00,0.67,0.65,3.60,18816.00,0.20,0.19,5.26,62720.00,0.20,0.19,5.26,62720.00
0.02,0.02,12.34,63000.00,0.20,0.20,9.14,7000.00,0.22,0.22,9.10,6300.00,0.10,0.10,9.54,14000.00,0.11,0.11,9.46,12600.00,0.33,0.33,8.98,4200.00,0.22,0.22,9.10,6300.00,0.20,0.20,9.14,7000.00,0.22,0.22,9.10,6300.00
1.00,0.97,3.56,12544.00,0.04,0.04,41.45,313600.00,0.08,0.08,21.71,156800.00,0.14,0.14,13.03,87808.00,0.29,0.28,7.51,43904.00,0.08,0.08,21.71,156800.00,0.29,0.28,7.51,43904.00,0.04,0.04,41.45,313600.00,0.08,0.08,21.71,156800.00
0.12,0.12,13.18,90160.00,0.06,0.06,23.75,180320.00,0.02,0.02,87.17,721280.00,0.25,0.25,7.89,45080.00,0.06,0.06,23.75,180320.00,0.06,0.06,23.75,180320.00,0.25,0.25,7.89,45080.00,0.06,0.06,23.75,180320.00,0.02,0.02,87.17,721280.00
0.02,0.02,11.41,57960.00,0.20,0.20,9.02,6440.00,0.22,0.22,8.99,5796.00,0.10,0.10,9.32,12880.00,0.11,0.11,9.26,11592.00,0.33,0.33,8.90,3864.00,0.22,0.22,8.99,5796.00,0.20,0.20,9.02,6440.00,0.22,0.22,8.99,5796.00
0.50,0.50,7.35,22540.00,0.25,0.25,9.44,45080.00,0.25,0.25,9.44,45080.00,1.00,1.00,6.31,11270.00,1.00,1.00,6.31,11270.00,0.50,0.50,7.35,22540.00,1.00,1.00,6.31,11270.00,0.25,0.25,9.44,45080.00,0.25,0.25,9.44,45080.00
0.12,0.12,13.18,90160.00,0.06,0.06,23.75,180320.00,0.02,0.02,87.17,721280.00,0.25,0.25,7.89,45080.00,0.06,0.06,23.75,180320.00,0.06,0.06,23.75,180320.00,0.25,0.25,7.89,45080.00,0.06,0.06,23.75,180320.00,0.02,0.02,87.17,721280.00
0.02,0.02,11.41,57960.00,0.20,0.20,9.02,6440.00,0.22,0.22,8.99,5796.00,0.10,0.10,9.32,12880.00,0.11,0.11,9.26,11592.00,0.33,0.33,8.90,3864.00,0.22,0.22,8.99,5796.00,0.20,0.20,9.02,6440.00,0.22,0.22,8.99,5796.00
0.50,0.50,7.35,22540.00,0.25,0.25,9.44,45080.00,0.25,0.25,9.44,45080.00,1.00,1.00,6.31,11270.00,1.00,1.00,6.31,11270.00,0.50,0.50,7.35,22540.00,1.00,1.00,6.31,11270.00,0.25,0.25,9.44,45080.00,0.25,0.25,9.44,45080.00
0.02,0.02,52.95,1397760.00,0.29,0.27,8.15,107520.00,0.15,0.15,11.35,199680.00,0.14,0.14,11.89,215040.00,0.15,0.15,11.35,199680.00,0.50,0.48,6.55,61440.00,0.12,0.12,12.95,245760.00,0.29,0.27,8.15,107520.00,0.15,0.15,11.35,199680.00
