1.06,116.49,757.00
2.10,469.00,3049.00
2.10,1875.10,12193.00
1.06,58.40,379.00
2.10,1875.10,12193.00
2.10,937.70,6097.00
1.58,2570.66,16722.00
2.10,937.70,6097.00
2.10,469.00,3049.00
1.58,1285.48,8361.00
4.17,59.05,192.00
4.18,471.15,1531.00
4.18,1882.78,6121.00
4.17,29.52,96.00
4.18,1882.78,6121.00
4.18,941.69,3061.00
4.18,1941.21,6312.00
4.18,941.69,3061.00
4.18,471.15,1531.00
4.18,970.60,3156.00
