0.25
1.00
0.50
1.00
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
0.50
1.00
1.00
1.00
0.50
1.00
1.00
0.50
1.00
0.25
0.19
0.33
0.89
0.36
0.38
0.56
0.28
0.38
0.56
0.31
0.19
0.56
0.62
0.94
0.31
0.25
0.94
0.62
0.94
0.31
0.25
0.94
0.62
0.94
0.37
0.62
0.62
0.37
0.62
0.25
0.12
0.62
0.25
0.12
0.62
0.94
0.37
0.94
0.94
0.88
0.88
0.37
0.66
0.88
0.88
0.88
0.38
0.66
0.88
0.62
0.94
0.38
0.94
0.94
0.62
0.94
0.38
0.94
0.94
0.62
0.94
